Country,Year,Disease Name,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%),Prevalence Category,Disease Category_Bacterial,Disease Category_Cardiovascular,Disease Category_Chronic,Disease Category_Genetic,Disease Category_Infectious,Disease Category_Metabolic,Disease Category_Neurological,Disease Category_Parasitic,Disease Category_Respiratory,Disease Category_Viral
South Korea,2013,Rabies,19.06,2.51,2.43,61+,1,67.98,1.98,2.87,Therapy,40700,No,69.17,1730,2.15,20170,0.43,36.84,Very High,False,False,False,True,False,False,False,False,False,False
South Korea,2021,Parkinson's Disease,9.67,9.36,2.53,0-18,1,57.78,2.23,2.47,Therapy,27602,No,72.37,2869,5.39,29507,0.71,69.65,Medium,False,False,False,False,False,False,True,False,False,False
Nigeria,2013,Polio,7.68,2.44,7.47,61+,1,72.23,0.56,3.28,Surgery,11463,No,84.0,1056,4.19,48726,0.59,68.54,Medium,False,False,False,False,False,False,False,False,False,True
USA,2021,Rabies,15.35,10.93,0.54,36-60,0,66.2,1.69,1.05,Medication,42635,Yes,86.55,3624,3.53,7943,0.8,56.1,Very High,False,False,False,True,False,False,False,False,False,False
Saudi Arabia,2015,Leprosy,19.56,7.55,6.3,36-60,0,63.63,2.8,2.04,Vaccination,40520,No,60.57,3057,5.36,58291,0.78,35.98,Very High,False,False,False,False,False,True,False,False,False,False
France,2011,Ebola,8.66,6.66,3.88,19-35,2,73.04,3.96,9.7,Vaccination,46942,Yes,90.09,1733,6.22,75107,0.65,50.25,Medium,False,True,False,False,False,False,False,False,False,False
Russia,2017,Cholera,12.18,0.65,5.87,0-18,0,88.99,4.43,9.9,Therapy,2552,No,81.21,2799,0.31,34745,0.65,79.41,High,False,False,False,False,False,False,False,False,True,False
Mexico,2002,Alzheimer's Disease,5.95,9.3,6.44,19-35,1,88.64,2.12,4.61,Vaccination,23084,Yes,65.5,937,9.4,11333,0.6,68.69,Medium,True,False,False,False,False,False,False,False,False,False
France,2019,Leprosy,7.52,8.52,2.4,19-35,2,58.25,2.52,1.02,Medication,38782,Yes,52.87,385,0.32,9278,0.49,73.59,Medium,False,False,False,False,False,False,True,False,False,False
Japan,2017,Alzheimer's Disease,11.68,3.62,6.43,36-60,2,82.4,2.48,9.47,Therapy,16819,Yes,83.5,2843,3.28,93960,0.54,31.65,High,False,False,False,False,False,True,False,False,False,False
Germany,2000,Polio,5.84,5.01,2.01,0-18,0,52.81,3.43,1.06,Medication,13013,Yes,66.11,4245,8.8,15366,0.57,40.08,Medium,False,False,False,False,False,False,False,True,False,False
France,2008,Tuberculosis,4.6,4.94,2.08,61+,0,63.27,2.44,0.86,Therapy,35024,Yes,73.99,3893,0.04,35337,0.49,80.47,Low,False,False,False,False,False,False,False,False,True,False
Indonesia,2021,Hepatitis,10.44,7.95,6.82,0-18,0,51.1,2.3,7.12,Surgery,19662,No,71.94,3905,6.02,72468,0.54,23.08,High,False,False,False,False,False,False,False,False,True,False
Indonesia,2003,Alzheimer's Disease,6.11,0.33,9.03,19-35,2,83.74,3.0,2.76,Therapy,10810,Yes,73.34,1594,9.73,29325,0.61,88.67,Medium,False,False,False,True,False,False,False,False,False,False
China,2013,Dengue,15.8,8.33,7.85,61+,2,56.13,0.82,9.24,Medication,25875,Yes,70.77,382,8.88,2009,0.6,23.99,Very High,False,False,False,False,False,False,False,False,False,False
Turkey,2017,Alzheimer's Disease,19.83,1.44,0.82,61+,2,52.74,4.99,3.96,Surgery,17821,No,86.84,690,2.54,82826,0.76,21.13,Very High,True,False,False,False,False,False,False,False,False,False
France,2012,Tuberculosis,3.11,13.17,8.9,36-60,0,71.36,2.58,0.88,Medication,32024,No,55.6,162,4.32,18246,0.43,81.53,Low,False,False,False,False,False,False,False,False,False,True
Germany,2006,HIV/AIDS,16.32,12.84,7.18,19-35,2,91.51,3.33,2.08,Therapy,47338,No,84.41,3635,4.1,79302,0.47,56.89,Very High,False,False,False,False,False,False,False,True,False,False
France,2008,Dengue,1.57,14.91,1.57,0-18,1,91.91,1.12,4.67,Therapy,8826,No,58.81,4067,7.48,97597,0.82,83.39,Low,False,True,False,False,False,False,False,False,False,False
USA,2011,Rabies,8.5,3.21,0.32,36-60,1,81.51,3.22,1.9,Therapy,14462,Yes,71.43,1006,3.64,64356,0.49,67.5,Medium,False,False,False,False,False,False,False,False,False,False
USA,2012,Alzheimer's Disease,12.6,11.93,4.71,0-18,1,72.73,3.45,5.25,Surgery,1643,No,65.47,3823,1.59,91464,0.44,28.6,High,False,False,True,False,False,False,False,False,False,False
Saudi Arabia,2023,Leprosy,1.99,3.72,6.5,61+,2,87.41,4.18,1.34,Medication,42072,No,98.65,2661,3.2,62107,0.41,35.32,Low,False,False,True,False,False,False,False,False,False,False
Argentina,2012,Tuberculosis,9.19,12.72,3.68,61+,1,98.17,1.21,6.2,Surgery,9669,Yes,87.24,1215,0.94,9417,0.72,53.54,Medium,False,False,False,False,False,False,True,False,False,False
Turkey,2020,COVID-19,13.77,2.86,8.97,61+,2,80.19,4.28,6.08,Surgery,36513,Yes,69.84,4296,3.28,26781,0.84,63.57,High,False,True,False,False,False,False,False,False,False,False
UK,2010,Hepatitis,19.52,2.39,7.0,0-18,2,72.32,3.37,6.25,Medication,24731,No,73.9,504,8.11,25146,0.79,56.36,Very High,False,False,False,False,False,False,False,False,False,True
Mexico,2001,Leprosy,19.18,9.53,6.5,19-35,0,85.07,3.78,8.32,Therapy,47294,No,94.04,3857,7.23,68312,0.74,21.14,Very High,False,False,False,False,False,True,False,False,False,False
Russia,2001,Rabies,17.18,12.83,1.78,36-60,2,85.6,1.33,5.51,Surgery,43087,Yes,92.79,1488,3.82,93620,0.44,78.41,Very High,False,False,False,False,False,False,False,False,False,True
Turkey,2004,HIV/AIDS,19.51,11.72,7.07,19-35,0,93.99,4.25,6.81,Surgery,37298,No,53.34,1849,5.07,972,0.69,89.22,Very High,True,False,False,False,False,False,False,False,False,False
South Africa,2018,Ebola,13.45,10.45,6.69,61+,1,96.78,3.64,8.73,Therapy,33312,No,59.57,3605,7.09,57003,0.59,30.04,High,False,False,False,False,True,False,False,False,False,False
India,2005,Asthma,19.27,10.52,8.33,61+,2,69.92,3.18,7.36,Surgery,37101,No,71.07,1911,6.46,84911,0.54,31.36,Very High,False,False,False,False,True,False,False,False,False,False
Saudi Arabia,2021,COVID-19,14.23,6.39,2.67,19-35,2,67.32,2.54,8.56,Surgery,5124,No,63.81,777,2.13,81111,0.5,29.29,High,False,False,False,False,False,False,False,True,False,False
Saudi Arabia,2020,Cancer,11.34,8.28,9.07,0-18,2,90.93,3.94,0.87,Vaccination,19600,No,67.03,3672,9.99,29616,0.55,69.93,High,True,False,False,False,False,False,False,False,False,False
Turkey,2014,Polio,5.28,8.32,7.23,19-35,0,75.02,2.27,1.11,Vaccination,32734,Yes,86.4,3224,2.76,68676,0.82,58.2,Medium,False,False,False,False,False,False,False,False,False,True
China,2013,Zika,9.16,2.37,9.68,0-18,1,74.62,4.79,2.17,Surgery,2068,No,56.27,788,8.45,67768,0.52,70.51,Medium,False,False,False,False,False,False,False,True,False,False
Turkey,2004,Malaria,15.95,2.02,0.19,19-35,1,77.92,0.77,7.84,Medication,29990,Yes,54.86,2090,1.99,43946,0.81,66.76,Very High,True,False,False,False,False,False,False,False,False,False
Nigeria,2021,Zika,7.42,9.75,5.92,0-18,0,76.85,4.63,8.79,Vaccination,44450,Yes,93.02,946,3.79,97697,0.82,38.22,Medium,False,False,False,False,False,False,False,False,False,True
China,2011,Hypertension,10.78,13.89,9.67,61+,2,88.64,0.98,2.77,Therapy,28959,No,94.52,2013,5.1,41431,0.76,38.65,High,False,False,False,False,False,False,False,False,True,False
Saudi Arabia,2003,Leprosy,6.9,8.54,0.64,19-35,1,82.82,3.14,2.48,Surgery,36063,Yes,56.93,4831,5.41,71531,0.58,59.24,Medium,False,False,False,False,False,False,False,False,True,False
France,2019,Hepatitis,3.55,8.9,9.32,0-18,1,90.09,4.79,1.22,Medication,17857,Yes,84.06,752,9.71,37843,0.48,43.37,Low,False,False,False,False,False,False,True,False,False,False
Turkey,2022,Cholera,16.83,6.54,0.71,0-18,2,56.29,4.5,1.75,Therapy,9638,No,55.43,3859,0.94,51064,0.46,88.41,Very High,False,False,False,False,False,False,False,False,False,False
South Africa,2003,Hypertension,15.93,1.84,5.58,0-18,1,90.85,2.5,4.96,Medication,17698,No,72.26,909,2.38,52094,0.66,59.34,Very High,False,False,False,False,False,False,False,False,False,False
Japan,2011,Parkinson's Disease,14.11,10.81,1.59,36-60,2,61.97,4.15,4.56,Vaccination,30128,Yes,66.52,4008,0.93,67768,0.73,49.15,High,False,False,False,True,False,False,False,False,False,False
Nigeria,2000,HIV/AIDS,18.05,14.46,4.57,61+,1,94.68,4.42,6.15,Medication,9195,Yes,84.03,3508,8.33,22993,0.81,52.85,Very High,False,False,False,False,False,False,True,False,False,False
Brazil,2004,Cancer,5.36,5.44,2.37,61+,2,88.31,1.41,4.07,Vaccination,39960,Yes,89.4,3572,0.38,49166,0.7,77.31,Medium,False,False,False,False,False,False,False,False,True,False
Saudi Arabia,2011,Hepatitis,9.42,14.4,5.38,61+,0,97.59,0.57,4.38,Therapy,39783,Yes,98.41,1709,8.25,57771,0.72,25.61,Medium,False,False,True,False,False,False,False,False,False,False
Russia,2018,Cancer,10.24,9.75,1.05,19-35,1,71.52,0.71,4.87,Medication,29086,Yes,50.85,2857,1.62,19111,0.51,40.02,High,False,False,False,False,True,False,False,False,False,False
USA,2012,Cholera,3.23,4.05,2.94,61+,0,89.72,0.93,2.05,Surgery,39727,No,96.18,4321,6.74,81225,0.51,23.85,Low,False,False,False,False,False,False,False,True,False,False
France,2015,Tuberculosis,16.5,5.67,3.37,36-60,1,69.48,1.08,8.17,Surgery,22490,No,95.16,1044,3.36,87642,0.81,43.04,Very High,False,False,True,False,False,False,False,False,False,False
Italy,2017,Polio,5.82,12.64,4.69,0-18,0,96.24,2.36,9.83,Therapy,44177,No,72.86,2317,8.27,52017,0.43,30.09,Medium,False,False,False,False,False,False,True,False,False,False
South Korea,2006,Ebola,5.74,0.33,8.48,61+,1,96.05,3.87,5.85,Surgery,38041,Yes,77.71,2952,7.58,31137,0.76,35.85,Medium,False,False,False,False,False,False,False,False,False,False
Russia,2007,Influenza,6.86,9.42,1.86,19-35,2,99.42,3.65,4.16,Vaccination,19883,No,73.7,2323,0.19,89865,0.51,44.65,Medium,False,False,False,False,False,False,False,True,False,False
France,2013,Parkinson's Disease,6.58,10.13,9.85,19-35,0,78.55,1.43,2.5,Vaccination,39298,Yes,93.13,186,5.74,65680,0.84,36.58,Medium,False,False,False,False,False,False,True,False,False,False
USA,2007,Dengue,3.31,7.31,7.04,61+,2,56.79,3.96,0.85,Therapy,21848,Yes,82.08,2482,7.53,90408,0.86,61.63,Low,True,False,False,False,False,False,False,False,False,False
France,2024,Polio,13.39,11.44,2.33,0-18,2,80.6,4.25,5.3,Vaccination,16482,No,61.53,3629,9.85,58000,0.59,73.62,High,False,True,False,False,False,False,False,False,False,False
Indonesia,2018,Zika,1.37,2.27,2.63,61+,2,69.85,3.27,2.9,Therapy,5851,Yes,62.82,4419,8.54,43174,0.57,48.69,Low,False,False,False,False,False,True,False,False,False,False
Canada,2019,Parkinson's Disease,7.67,11.75,9.43,19-35,0,63.52,4.78,5.83,Surgery,45020,No,81.39,1309,9.86,15781,0.9,40.58,Medium,False,False,False,False,False,True,False,False,False,False
Nigeria,2016,Influenza,8.44,1.32,3.88,0-18,1,85.17,1.57,1.63,Surgery,26417,No,56.42,1665,9.95,9799,0.42,44.82,Medium,False,False,False,False,True,False,False,False,False,False
China,2011,Dengue,17.07,2.94,8.08,61+,2,75.05,4.2,3.97,Medication,44097,No,76.53,1415,4.7,21244,0.71,89.59,Very High,False,False,False,False,False,False,False,False,False,False
South Korea,2007,Measles,8.73,11.14,8.49,36-60,1,95.54,1.16,6.82,Surgery,47656,No,50.13,2359,3.15,9154,0.66,53.2,Medium,False,False,False,False,False,False,True,False,False,False
Argentina,2007,Cancer,0.18,13.98,8.04,61+,1,50.14,2.11,6.96,Vaccination,3639,No,93.8,1907,1.23,44282,0.83,60.87,Low,True,False,False,False,False,False,False,False,False,False
Japan,2002,Alzheimer's Disease,12.61,12.98,5.45,19-35,1,65.71,4.19,9.69,Vaccination,16118,No,64.88,747,8.59,4033,0.86,39.69,High,False,False,False,False,False,False,False,False,True,False
Nigeria,2005,Malaria,3.37,1.65,3.29,36-60,1,78.88,2.52,9.84,Surgery,8123,Yes,52.13,2631,5.06,5740,0.43,57.24,Low,True,False,False,False,False,False,False,False,False,False
South Korea,2009,Parkinson's Disease,5.53,14.64,9.98,19-35,2,91.6,3.17,9.08,Therapy,330,No,96.21,2978,0.52,23410,0.72,28.37,Medium,False,True,False,False,False,False,False,False,False,False
USA,2005,Polio,7.12,13.74,5.82,19-35,0,89.47,4.44,8.34,Therapy,33487,Yes,74.97,3499,4.26,1260,0.87,61.63,Medium,False,False,False,False,False,False,False,True,False,False
South Korea,2023,Rabies,12.65,1.03,4.51,0-18,1,91.37,4.34,8.99,Therapy,45917,Yes,76.25,3751,9.47,78729,0.7,76.45,High,False,False,True,False,False,False,False,False,False,False
Nigeria,2010,Diabetes,18.17,6.2,2.12,19-35,0,88.65,3.82,5.76,Therapy,14348,No,88.66,1984,4.35,45639,0.51,73.39,Very High,False,True,False,False,False,False,False,False,False,False
Saudi Arabia,2004,Ebola,10.78,12.7,0.14,36-60,2,98.84,3.23,8.94,Surgery,19279,No,61.31,4256,0.97,35595,0.9,20.88,High,False,False,False,False,False,False,False,False,False,False
India,2021,Tuberculosis,13.53,2.3,1.07,19-35,1,76.57,3.1,3.83,Vaccination,17755,Yes,77.05,3425,6.21,7484,0.59,70.28,High,False,False,False,False,False,True,False,False,False,False
Indonesia,2016,Ebola,0.51,8.09,4.69,0-18,1,54.87,1.93,7.44,Therapy,11971,Yes,98.12,2959,3.84,53722,0.67,41.99,Low,False,False,False,False,False,False,False,False,True,False
Brazil,2013,Influenza,7.13,13.81,7.19,0-18,2,61.0,3.39,5.28,Medication,46186,Yes,66.91,1640,9.03,6335,0.48,24.36,Medium,False,False,False,False,True,False,False,False,False,False
Canada,2017,Dengue,9.24,1.61,9.52,19-35,0,98.73,1.55,8.95,Surgery,4433,Yes,51.44,1825,2.28,59991,0.88,63.84,Medium,True,False,False,False,False,False,False,False,False,False
Argentina,2022,COVID-19,10.05,12.01,3.1,36-60,0,80.52,0.94,6.39,Therapy,10755,No,91.61,2020,4.61,14947,0.85,61.52,High,False,True,False,False,False,False,False,False,False,False
France,2017,Hepatitis,10.84,7.3,1.27,0-18,2,86.37,3.57,6.93,Surgery,34191,No,50.68,2091,6.85,11068,0.66,52.56,High,False,False,False,True,False,False,False,False,False,False
Russia,2018,Zika,5.53,13.84,1.37,0-18,2,69.45,4.6,8.53,Vaccination,40881,No,63.59,30,7.34,47957,0.8,84.08,Medium,False,False,False,True,False,False,False,False,False,False
Russia,2018,Hepatitis,19.44,2.31,6.21,0-18,2,70.31,4.23,3.79,Therapy,31741,No,79.34,2281,4.29,801,0.68,54.6,Very High,False,False,False,False,False,False,False,True,False,False
India,2022,Polio,10.36,7.99,5.8,19-35,1,63.32,0.83,9.21,Surgery,18397,Yes,88.66,2526,0.71,51286,0.54,23.84,High,False,False,False,False,False,False,False,True,False,False
Saudi Arabia,2020,COVID-19,8.99,14.03,2.38,19-35,0,97.12,2.66,9.1,Therapy,23129,Yes,95.55,3128,8.42,69758,0.68,42.27,Medium,False,True,False,False,False,False,False,False,False,False
South Korea,2019,Leprosy,3.47,13.25,7.3,19-35,2,78.53,3.34,0.62,Therapy,15036,No,60.69,783,8.01,88195,0.65,89.33,Low,False,False,False,False,False,False,False,False,False,False
Saudi Arabia,2006,HIV/AIDS,12.69,8.16,4.27,36-60,2,54.03,0.63,6.05,Medication,20964,No,50.03,3559,0.19,67057,0.83,37.94,High,False,False,False,False,False,False,False,False,False,False
Brazil,2013,Zika,13.75,14.72,8.91,61+,2,79.12,0.59,1.24,Medication,10151,Yes,79.91,4162,2.56,4562,0.57,38.13,High,False,False,False,False,True,False,False,False,False,False
Japan,2012,Parkinson's Disease,13.14,1.86,1.8,36-60,0,77.29,1.1,2.82,Surgery,17055,No,54.18,2464,7.05,38720,0.72,62.96,High,True,False,False,False,False,False,False,False,False,False
Turkey,2010,COVID-19,7.82,2.86,5.89,0-18,1,54.56,3.36,4.11,Vaccination,4799,Yes,91.88,1845,4.64,98224,0.9,26.89,Medium,False,False,False,False,False,False,True,False,False,False
South Africa,2008,Zika,13.29,14.33,0.3,19-35,2,87.43,4.54,6.42,Medication,6679,No,69.33,4281,6.57,61399,0.63,64.69,High,False,False,False,False,False,False,True,False,False,False
Argentina,2004,COVID-19,10.24,6.55,2.05,61+,2,74.47,4.58,4.08,Vaccination,6527,No,75.52,4199,9.7,49300,0.57,74.51,High,False,False,False,False,False,True,False,False,False,False
Japan,2006,Dengue,10.47,3.12,1.16,0-18,2,67.63,2.62,7.77,Vaccination,11347,Yes,71.21,29,3.98,49656,0.89,60.86,High,False,False,False,False,False,True,False,False,False,False
Turkey,2000,Parkinson's Disease,17.33,10.76,1.54,61+,1,73.2,4.8,8.92,Surgery,16132,No,62.43,2891,9.48,78561,0.54,66.76,Very High,False,True,False,False,False,False,False,False,False,False
Turkey,2010,Zika,16.56,3.59,8.53,36-60,2,86.71,3.89,1.19,Therapy,32367,Yes,85.31,1249,3.64,35239,0.54,30.35,Very High,False,False,False,True,False,False,False,False,False,False
Italy,2011,Alzheimer's Disease,14.07,10.43,4.45,36-60,1,90.03,1.45,9.67,Medication,23566,Yes,90.08,820,6.09,31909,0.73,30.04,High,False,False,False,False,False,False,True,False,False,False
Saudi Arabia,2007,Tuberculosis,17.95,12.88,2.66,61+,0,70.69,2.46,7.32,Vaccination,26139,No,80.71,1174,8.04,34880,0.76,47.77,Very High,False,False,False,True,False,False,False,False,False,False
Argentina,2004,Alzheimer's Disease,3.64,11.48,8.59,19-35,2,67.21,4.3,9.04,Surgery,48926,No,79.35,3640,2.95,21296,0.42,80.44,Low,True,False,False,False,False,False,False,False,False,False
Indonesia,2015,Rabies,5.0,12.39,4.1,61+,0,58.39,4.2,0.7,Therapy,23750,No,78.07,286,0.14,74491,0.82,25.77,Low,False,False,False,False,False,False,False,False,False,True
Mexico,2023,Polio,18.42,8.61,6.46,19-35,2,59.83,0.89,2.4,Vaccination,37881,Yes,69.59,3981,0.57,86205,0.52,44.94,Very High,False,False,False,False,False,False,False,False,False,True
Brazil,2011,Malaria,9.02,11.31,1.76,36-60,1,63.71,4.0,5.08,Surgery,20139,No,82.08,2799,5.81,19029,0.72,73.45,Medium,False,False,False,False,False,False,False,False,False,False
Indonesia,2003,Influenza,4.53,11.81,8.5,19-35,2,61.57,1.93,7.63,Surgery,23944,Yes,62.95,3549,3.75,5242,0.82,39.84,Low,False,False,False,False,False,True,False,False,False,False
India,2007,Measles,19.44,3.35,9.42,19-35,1,94.45,2.53,8.51,Therapy,31602,Yes,80.51,2735,2.82,61170,0.47,71.3,Very High,False,False,False,True,False,False,False,False,False,False
France,2005,Dengue,6.76,4.35,1.45,19-35,2,79.11,2.6,3.32,Medication,40149,No,53.63,2075,3.55,1134,0.68,24.99,Medium,False,False,False,False,True,False,False,False,False,False
Japan,2020,Dengue,16.87,7.82,5.49,36-60,2,92.08,3.46,1.56,Vaccination,33734,No,91.4,1439,1.61,19897,0.88,80.49,Very High,False,False,False,True,False,False,False,False,False,False
Saudi Arabia,2015,HIV/AIDS,13.67,7.27,6.95,0-18,0,65.44,3.85,1.7,Vaccination,49558,Yes,88.16,572,7.64,9378,0.73,80.43,High,False,False,True,False,False,False,False,False,False,False
Italy,2006,Tuberculosis,0.91,14.86,7.76,36-60,1,78.15,1.75,1.48,Vaccination,17117,Yes,74.81,873,6.79,78129,0.69,29.45,Low,False,False,False,False,False,True,False,False,False,False
South Africa,2020,HIV/AIDS,13.4,7.31,7.79,61+,2,75.61,0.5,8.44,Vaccination,2568,Yes,95.55,4753,8.16,19001,0.48,28.79,High,False,False,False,True,False,False,False,False,False,False
Turkey,2015,Parkinson's Disease,12.68,10.84,8.05,61+,1,56.23,2.31,6.86,Vaccination,29792,No,71.48,2170,7.94,23724,0.79,58.57,High,False,False,False,False,True,False,False,False,False,False
South Korea,2015,Dengue,10.13,14.24,7.27,61+,0,81.74,0.68,9.95,Surgery,524,Yes,69.89,4245,4.58,7901,0.73,41.19,High,False,False,False,False,False,False,False,False,False,True
Nigeria,2017,Hepatitis,2.82,10.91,5.04,19-35,0,79.83,2.93,6.16,Surgery,8192,Yes,54.62,188,4.8,34510,0.51,84.97,Low,False,False,False,False,True,False,False,False,False,False
China,2015,Malaria,10.85,1.34,5.01,36-60,0,99.01,4.73,4.38,Therapy,21150,No,65.75,1799,2.46,82576,0.84,29.52,High,False,False,False,False,False,True,False,False,False,False
Argentina,2004,Alzheimer's Disease,13.74,11.97,8.47,36-60,2,64.29,0.93,3.47,Therapy,24896,No,79.56,1346,3.85,84759,0.8,80.27,High,False,False,False,False,False,False,False,False,False,False
China,2006,Rabies,18.63,1.52,7.7,19-35,2,63.44,3.61,4.22,Surgery,435,No,56.1,1175,0.79,48163,0.74,34.13,Very High,False,False,False,False,False,True,False,False,False,False
Russia,2008,HIV/AIDS,16.73,1.13,1.78,19-35,1,63.21,1.63,7.49,Surgery,11370,Yes,68.27,1553,4.95,1146,0.82,38.9,Very High,False,False,False,False,False,False,False,False,False,False
Mexico,2013,Influenza,6.53,3.9,6.61,19-35,0,59.02,1.28,6.74,Medication,13525,No,96.32,4051,8.44,20428,0.53,68.48,Medium,False,False,False,False,False,False,True,False,False,False
Turkey,2020,COVID-19,14.63,4.26,2.67,36-60,2,92.46,0.7,8.98,Therapy,27140,Yes,61.52,2571,7.65,80634,0.73,78.65,High,False,True,False,False,False,False,False,False,False,False
Turkey,2000,Hypertension,11.11,11.28,3.93,0-18,2,56.39,4.96,4.61,Vaccination,43899,Yes,56.27,980,7.02,18703,0.85,26.87,High,False,False,False,False,True,False,False,False,False,False
USA,2001,Measles,10.93,7.14,1.68,0-18,0,82.59,3.81,7.31,Surgery,43117,No,81.33,2731,0.93,98594,0.53,79.12,High,False,False,False,False,False,False,True,False,False,False
Mexico,2019,Rabies,2.11,6.0,4.28,19-35,0,64.29,4.27,6.69,Medication,46650,No,89.74,2800,6.49,58401,0.51,62.01,Low,False,False,False,False,False,True,False,False,False,False
Germany,2018,Zika,11.24,5.08,1.19,61+,0,67.83,1.93,0.59,Vaccination,35600,No,79.97,1103,0.69,8124,0.65,53.49,High,False,False,False,False,False,False,False,False,False,False
France,2010,COVID-19,18.54,13.47,9.37,61+,1,92.11,2.16,2.48,Therapy,18867,Yes,72.84,735,1.39,18947,0.6,51.19,Very High,False,False,True,False,False,False,False,False,False,False
Nigeria,2023,Measles,4.45,14.14,5.73,61+,0,89.35,1.27,4.98,Surgery,29580,No,71.84,658,8.82,53054,0.53,71.06,Low,False,False,False,False,False,False,False,False,False,True
South Africa,2000,Diabetes,11.74,4.78,0.27,61+,0,87.7,4.91,1.85,Vaccination,36510,Yes,83.83,2589,5.01,8325,0.72,58.89,High,False,False,False,False,False,False,False,True,False,False
